id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1387899016525066241,1387899016525066241,2021-04-30 00:38:06 CEST,2021-04-30,00:38:06,+0200,361557474,duttonstar,David Dutton,,I can’t believe anyone was a big enough arsehole to vote for @BorisJohnson anyway  Gang of dicks,en,"[{'screen_name': 'borisjohnson', 'name': 'boris johnson', 'id': '3131144855'}]",[],[],0,0,4,[],[],https://twitter.com/DuttonStar/status/1387899016525066241,False,,0,,Liverpool,,,,,,[],,,,
1387858613180448771,1387858613180448771,2021-04-29 21:57:33 CEST,2021-04-29,21:57:33,+0200,2153812720,csmithjames,colin james smith,,"I have signed @NEUnion’s petition asking @BorisJohnson to extend Free School Meals to every child whose family is on Universal Credit, so no child comes to school too hungry to learn.  Add your name now  👇  #NoChildLeftBehind  https://t.co/bbqb8iAJp6",en,"[{'screen_name': 'neunion', 'name': 'national education union', 'id': '884369177368199168'}, {'screen_name': 'borisjohnson', 'name': 'boris johnson', 'id': '3131144855'}]",['http://bit.ly/extendfreeschoolmeals'],[],0,0,1,['nochildleftbehind'],[],https://twitter.com/CsmithJames/status/1387858613180448771,False,,0,,Liverpool,,,,,,[],,,,
1387842281114411011,1387842281114411011,2021-04-29 20:52:39 CEST,2021-04-29,20:52:39,+0200,246309522,joemartin66,Joey Martin 🌈,,@BorisJohnson is corrupt to fuk and @Keir_Starmer is still not 20 points clear! 11 points behind 😂😂😂,en,"[{'screen_name': 'keir_starmer', 'name': 'keir starmer', 'id': '2425571623'}]",[],[],0,0,0,[],[],https://twitter.com/joemartin66/status/1387842281114411011,False,,0,,Liverpool,,,,,,[],,,,
1387804524555997186,1387804524555997186,2021-04-29 18:22:37 CEST,2021-04-29,18:22:37,+0200,477965060,ljsmiff,Lisa Smith,,How have @carriesymonds and Tory liar @BorisJohnson spent so much money on such hideously ugly furnishings! These 'designer' brands honestly see these idiots coming! #wallpapergate #borisflat #,en,"[{'screen_name': 'carriesymonds', 'name': 'louise bevan', 'id': '1399405545401028609'}, {'screen_name': 'borisjohnson', 'name': 'boris johnson', 'id': '3131144855'}]",[],[],0,0,0,"['wallpapergate', 'borisflat']",[],https://twitter.com/LJSmiff/status/1387804524555997186,False,,0,,Liverpool,,,,,,[],,,,
1387791307200925701,1387695561705410562,2021-04-29 17:30:06 CEST,2021-04-29,17:30:06,+0200,1282332229625143296,jennybo82179893,Jenny boyd,,@BorisJohnson Retire you fool,en,[],[],[],0,0,0,[],[],https://twitter.com/Jennybo82179893/status/1387791307200925701,False,,0,,Liverpool,,,,,,"[{'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': '3131144855'}]",,,,
1387768274251825162,1387723090457661441,2021-04-29 15:58:34 CEST,2021-04-29,15:58:34,+0200,1336677495534477316,teddy_therescue,Teddy 🐕🐾,,@ScarlettBeagle @DrLisaCameronMP @rickygervais @PeterEgan6 @BorisJohnson @carriesymonds @ConservativeAWF @K9Finn @HackneyAbbott @jeremycorbyn @Keir_Starmer @Mirror_Editor @GMB @AP Love this pic of you Scarlett! 😍😍💕,en,[],[],[],1,0,5,[],[],https://twitter.com/teddy_therescue/status/1387768274251825162,False,,0,,Liverpool,,,,,,"[{'screen_name': 'ScarlettBeagle', 'name': 'Scarlett, Beagle Ambassador for FLOE', 'id': '971060673437425667'}, {'screen_name': 'DrLisaCameronMP', 'name': 'Dr Lisa Cameron MP', 'id': '2801867041'}, {'screen_name': 'rickygervais', 'name': 'Ricky Gervais', 'id': '20015311'}, {'screen_name': 'PeterEgan6', 'name': 'Peter Egan', 'id': '452100948'}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': '3131144855'}, {'screen_name': 'carriesymonds', 'name': 'Carrie Symonds', 'id': '749746743974264832'}, {'screen_name': 'ConservativeAWF', 'name': 'Conservative Animal Welfare Foundation', 'id': '4825452796'}, {'screen_name': 'K9Finn', 'name': 'Fabulous Finn®️', 'id': '214614191'}, {'screen_name': 'HackneyAbbott', 'name': 'Diane Abbott MP', 'id': '153810216'}, {'screen_name': 'jeremycorbyn', 'name': 'Jeremy Corbyn', 'id': '117777690'}, {'screen_name': 'Keir_Starmer', 'name': 'Keir Starmer', 'id': '2425571623'}, {'screen_name': 'Mirror_Editor', 'name': 'Lloyd Embley', 'id': '612897421'}, {'screen_name': 'GMB', 'name': 'Good Morning Britain', 'id': '19424427'}, {'screen_name': 'AP', 'name': 'The Associated Press', 'id': '51241574'}]",,,,
1387758157657743365,1387689014334005252,2021-04-29 15:18:22 CEST,2021-04-29,15:18:22,+0200,276147503,jabjab9,john branigan,,@ConorDoesItAll @gordoncraig11 @BritishAlba @philipjdoyle @pritipatel @BorisJohnson Always                                       Licking.                                      Bojos.                                          Anus,en,[],[],[],0,0,1,[],[],https://twitter.com/jabjab9/status/1387758157657743365,False,,0,,Liverpool,,,,,,"[{'screen_name': 'ConorDoesItAll', 'name': 'Conor', 'id': '1518078714'}, {'screen_name': 'gordoncraig11', 'name': 'Gordon Craig🏴\U000e0067\U000e0062\U000e0065\U000e006e\U000e0067\U000e007f🏴\U000e0067\U000e0062\U000e0073\U000e0063\U000e0074\U000e007f', 'id': '269902962'}, {'screen_name': 'BritishAlba', 'name': 'British Alba', 'id': '1262145069051711489'}, {'screen_name': 'philipjdoyle', 'name': 'Philip', 'id': '1069229659'}, {'screen_name': 'pritipatel', 'name': 'Priti Patel', 'id': '61660254'}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': '3131144855'}]",,,,
1387738792761626628,1387738792761626628,2021-04-29 14:01:25 CEST,2021-04-29,14:01:25,+0200,314697828,robches42,R G C,,@BorisJohnson your a liar and a disgrace to the office of PM #johnsontheliar,en,[],[],[],0,0,0,['johnsontheliar'],[],https://twitter.com/robches42/status/1387738792761626628,False,https://twitter.com/BBCPolitics/status/1387726208218148865,0,,Liverpool,,,,,,[],,,,
1387733399436238854,1387725891275575296,2021-04-29 13:39:59 CEST,2021-04-29,13:39:59,+0200,1154314569445257218,alandean1878,Alan Dean,,@martinangus Maybe Bozo @BorisJohnson's missus might have some wallpaper &amp; cushions going spare?,en,"[{'screen_name': 'borisjohnson', 'name': 'boris johnson', 'id': '3131144855'}]",[],[],0,0,1,[],[],https://twitter.com/alandean1878/status/1387733399436238854,False,,0,,Liverpool,,,,,,"[{'screen_name': 'martinangus', 'name': 'Martin Angus', 'id': '18981190'}]",,,,
1387696517369274371,1387650777989124099,2021-04-29 11:13:26 CEST,2021-04-29,11:13:26,+0200,704329738312146945,gold123win,reg morris,,@DavidLammy @ThornieKate @BorisJohnson @ElSenala @coop_ADC I want a full investigation into the working of @TalkTalk &amp; BTBusiness who I had trusted with my telecommunication lines I repeat no one should sit in silence daily yet expect to pay huge phone bills Those who aided&amp;abetted the scam are just as guilty as the #Fraudsters @EUtopean,en,"[{'screen_name': 'talktalk', 'name': 'talktalk', 'id': '258719649'}, {'screen_name': 'eutopean', 'name': 'thomas austin 🇪🇺#fbpd -svbeev-', 'id': '753461283442323456'}]",[],[],0,0,2,['fraudsters'],[],https://twitter.com/gold123win/status/1387696517369274371,False,,0,,Liverpool,,,,,,"[{'screen_name': 'DavidLammy', 'name': 'David Lammy', 'id': '18020612'}, {'screen_name': 'ThornieKate', 'name': 'Kathy Thornett', 'id': '1216700521'}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': '3131144855'}, {'screen_name': 'ElSenala', 'name': 'ElQueSeñalaConElDedo', 'id': '1088573955353522176'}, {'screen_name': 'coop_ADC', 'name': 'AsHCoopS', 'id': '1262681700297039874'}]",,,,
