id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1344405004363436034,1344405004363436034,2020-12-30 23:08:25 CET,2020-12-30,23:08:25,+0200,1558691960,chelsey1906,chels.x🦒,,Just seen someone on TikTok say they’re gonna smoke Boris Johnson’s nan in a splif and I’m honestly all for it,en,[],[],[],1,0,31,[],[],https://twitter.com/chelsey1906/status/1344405004363436034,False,,0,,Liverpool,,,,,,[],,,,
1344385988630609933,1344385988630609933,2020-12-30 21:52:51 CET,2020-12-30,21:52:51,+0200,960646676,brendahulse,brenda #💙💙 📱+🚘=❌,,@BorisJohnson Crimes against humanity 👇👇😡,en,[],[],[],0,0,0,[],[],https://twitter.com/BrendaHulse/status/1344385988630609933,False,https://twitter.com/DCoveart/status/1344281795718737920,0,,Liverpool,,,,,,[],,,,
1344385778047184897,1344385778047184897,2020-12-30 21:52:01 CET,2020-12-30,21:52:01,+0200,1287130554006216710,clairejmc_,𝒞𝓁𝒶𝒾𝓇𝑒 🖤,,Another Epic Fail #lockdown 😳 this government gets worse by the day 😳 #BorisJohnson #DailyBriefing #COVID19,en,[],[],[],0,0,0,"['lockdown', 'borisjohnson', 'dailybriefing', 'covid19']",[],https://twitter.com/Clairejmc_/status/1344385778047184897,False,,0,,Liverpool,,,,,,[],,,,
1344378318423019526,1344378318423019526,2020-12-30 21:22:23 CET,2020-12-30,21:22:23,+0200,960646676,brendahulse,brenda #💙💙 📱+🚘=❌,,@BorisJohnson 👇👇😡,und,[],[],[],0,0,0,[],[],https://twitter.com/BrendaHulse/status/1344378318423019526,False,https://twitter.com/Ella32823623/status/1343808663769772032,0,,Liverpool,,,,,,[],,,,
1344372017705971718,1344184019387346945,2020-12-30 20:57:20 CET,2020-12-30,20:57:20,+0200,361557474,duttonstar,David Dutton,,@BorisJohnson @UniofOxford @AstraZeneca Nearly 1000 deaths reported today  You should resign,en,[],[],[],0,0,0,[],[],https://twitter.com/DuttonStar/status/1344372017705971718,False,,0,,Liverpool,,,,,,"[{'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': '3131144855'}, {'screen_name': 'UniofOxford', 'name': 'University of Oxford', 'id': '48289662'}, {'screen_name': 'AstraZeneca', 'name': 'AstraZeneca', 'id': '62465691'}]",,,,
1344367670746107908,1344367670746107908,2020-12-30 20:40:04 CET,2020-12-30,20:40:04,+0200,960646676,brendahulse,brenda #💙💙 📱+🚘=❌,,@BorisJohnson Resign!!,en,[],[],[],0,0,1,[],[],https://twitter.com/BrendaHulse/status/1344367670746107908,False,https://twitter.com/lisakeb007/status/1344231308793409536,0,,Liverpool,,,,,,[],,,,
1344367450809389056,1344367450809389056,2020-12-30 20:39:12 CET,2020-12-30,20:39:12,+0200,960646676,brendahulse,brenda #💙💙 📱+🚘=❌,,@BorisJohnson 👇 👇 😡,und,[],[],[],0,1,1,[],[],https://twitter.com/BrendaHulse/status/1344367450809389056,False,https://twitter.com/emmakennytv/status/1344245730416988160,0,,Liverpool,,,,,,[],,,,
1344367383490785283,1342058814699409408,2020-12-30 20:38:56 CET,2020-12-30,20:38:56,+0200,1290268851196833792,mountcarmelfc,themountFC2020,,@TGC0151 @TheNaylo @steferrigan @BorisJohnson Only Just seen this 🤣🤣 and who’s your source mate 🤷🏻‍♂️😱,en,[],[],[],1,0,3,[],[],https://twitter.com/mountcarmelFC/status/1344367383490785283,False,,0,,Liverpool,,,,,,"[{'screen_name': 'TGC0151', 'name': 'The GrassrootsConnoisseur', 'id': '1341472708673105920'}, {'screen_name': 'TheNaylo', 'name': 'The Naylo', 'id': '1283788746257772544'}, {'screen_name': 'steferrigan', 'name': 'Ste Ferrigan', 'id': '304671928'}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': '3131144855'}]",,,,
1344356887026950144,1344356887026950144,2020-12-30 19:57:13 CET,2020-12-30,19:57:13,+0200,206841211,callmedownsie,🌊 Paul Downes 3⃣9⃣🇮🇹 #JFT96,,"When you hear the phrase,  ""He couldn't organise a piss-up in a brewery,""  which UK politician springs immediately to mind and why is it @BorisJohnson?  https://t.co/GlShMqTvbM",en,"[{'screen_name': 'borisjohnson', 'name': 'boris johnson', 'id': '3131144855'}]",[],['https://pbs.twimg.com/media/Eqgddj2W8AEvP4V.jpg'],0,1,4,[],[],https://twitter.com/CallmeDownsie/status/1344356887026950144,False,,1,https://pbs.twimg.com/media/Eqgddj2W8AEvP4V.jpg,Liverpool,,,,,,[],,,,
1344353114745401352,1344340652860059649,2020-12-30 19:42:14 CET,2020-12-30,19:42:14,+0200,555530481,sandrajeanw,Sandra Williams,,"@piersmorgan @BorisJohnson Yes Boris is full of bullshit, couldn't agree more",en,[],[],[],0,0,0,[],[],https://twitter.com/sandrajeanw/status/1344353114745401352,False,,0,,Liverpool,,,,,,"[{'screen_name': 'piersmorgan', 'name': 'Piers Morgan', 'id': '216299334'}, {'screen_name': 'BorisJohnson', 'name': 'Boris Johnson', 'id': '3131144855'}]",,,,
