{'label': 'POSITIVE', 'score': 0.9984261393547058}
{'label': 'NEGATIVE', 'score': 0.9552191495895386}
{'label': 'NEGATIVE', 'score': 0.9996936917304993}
{'label': 'POSITIVE', 'score': 0.6126195192337036}
{'label': 'NEGATIVE', 'score': 0.999154806137085}
{'label': 'NEGATIVE', 'score': 0.9989752173423767}
{'label': 'POSITIVE', 'score': 0.6675688028335571}
{'label': 'NEGATIVE', 'score': 0.9912188649177551}
{'label': 'POSITIVE', 'score': 0.9641388654708862}
{'label': 'NEGATIVE', 'score': 0.9989649653434753}
{'label': 'POSITIVE', 'score': 0.9908744096755981}
{'label': 'NEGATIVE', 'score': 0.9898493885993958}
{'label': 'POSITIVE', 'score': 0.9903953075408936}
{'label': 'NEGATIVE', 'score': 0.954328715801239}
{'label': 'NEGATIVE', 'score': 0.9939954280853271}
{'label': 'NEGATIVE', 'score': 0.9986858367919922}
{'label': 'NEGATIVE', 'score': 0.9997559189796448}
{'label': 'NEGATIVE', 'score': 0.9997175335884094}
{'label': 'NEGATIVE', 'score': 0.9918298125267029}
{'label': 'NEGATIVE', 'score': 0.9996715784072876}
{'label': 'NEGATIVE', 'score': 0.9996160864830017}
{'label': 'NEGATIVE', 'score': 0.9791701436042786}
{'label': 'NEGATIVE', 'score': 0.9916554689407349}
{'label': 'NEGATIVE', 'score': 0.9864497184753418}
{'label': 'POSITIVE', 'score': 0.9721519351005554}
{'label': 'NEGATIVE', 'score': 0.7250013947486877}
{'label': 'NEGATIVE', 'score': 0.995516836643219}
{'label': 'NEGATIVE', 'score': 0.9972222447395325}
{'label': 'NEGATIVE', 'score': 0.9909833669662476}
{'label': 'NEGATIVE', 'score': 0.966684103012085}
{'label': 'NEGATIVE', 'score': 0.9607570767402649}
{'label': 'NEGATIVE', 'score': 0.9737777709960938}
{'label': 'POSITIVE', 'score': 0.9995629191398621}
{'label': 'NEGATIVE', 'score': 0.9946608543395996}
{'label': 'NEGATIVE', 'score': 0.9805226922035217}
{'label': 'NEGATIVE', 'score': 0.9960629940032959}
{'label': 'NEGATIVE', 'score': 0.6749248504638672}
{'label': 'NEGATIVE', 'score': 0.9953152537345886}
{'label': 'POSITIVE', 'score': 0.9757916331291199}
{'label': 'NEGATIVE', 'score': 0.9332610368728638}
{'label': 'NEGATIVE', 'score': 0.9943202137947083}
{'label': 'NEGATIVE', 'score': 0.9934255480766296}
{'label': 'NEGATIVE', 'score': 0.9801900386810303}
{'label': 'NEGATIVE', 'score': 0.9885821342468262}
{'label': 'NEGATIVE', 'score': 0.9967019557952881}
{'label': 'POSITIVE', 'score': 0.5455812215805054}
{'label': 'NEGATIVE', 'score': 0.997941255569458}
{'label': 'NEGATIVE', 'score': 0.9889865517616272}
{'label': 'NEGATIVE', 'score': 0.995120644569397}
{'label': 'NEGATIVE', 'score': 0.9913681149482727}
{'label': 'NEGATIVE', 'score': 0.9898636341094971}
{'label': 'NEGATIVE', 'score': 0.9952350854873657}
{'label': 'POSITIVE', 'score': 0.755287230014801}
{'label': 'NEGATIVE', 'score': 0.9996587634086609}
{'label': 'NEGATIVE', 'score': 0.5993973612785339}
{'label': 'NEGATIVE', 'score': 0.9936979413032532}
{'label': 'NEGATIVE', 'score': 0.9975212216377258}
{'label': 'NEGATIVE', 'score': 0.9976692199707031}
{'label': 'NEGATIVE', 'score': 0.9997141361236572}
{'label': 'NEGATIVE', 'score': 0.9666115045547485}
{'label': 'NEGATIVE', 'score': 0.9943216443061829}
{'label': 'POSITIVE', 'score': 0.9786604642868042}
{'label': 'POSITIVE', 'score': 0.985472559928894}
{'label': 'NEGATIVE', 'score': 0.9980459213256836}
{'label': 'NEGATIVE', 'score': 0.9867897629737854}
{'label': 'POSITIVE', 'score': 0.9996225237846375}
{'label': 'NEGATIVE', 'score': 0.9992384314537048}
{'label': 'NEGATIVE', 'score': 0.991635262966156}
{'label': 'POSITIVE', 'score': 0.8066893219947815}
{'label': 'NEGATIVE', 'score': 0.9993874430656433}
{'label': 'POSITIVE', 'score': 0.9946835041046143}
{'label': 'NEGATIVE', 'score': 0.9973538517951965}
{'label': 'NEGATIVE', 'score': 0.9752097725868225}
{'label': 'NEGATIVE', 'score': 0.9954559803009033}
{'label': 'NEGATIVE', 'score': 0.9985380172729492}
{'label': 'NEGATIVE', 'score': 0.9822724461555481}
{'label': 'NEGATIVE', 'score': 0.9838348031044006}
{'label': 'NEGATIVE', 'score': 0.9422819018363953}
{'label': 'POSITIVE', 'score': 0.9760001301765442}
{'label': 'NEGATIVE', 'score': 0.9923938512802124}
{'label': 'NEGATIVE', 'score': 0.9963018298149109}
{'label': 'NEGATIVE', 'score': 0.9956541061401367}
{'label': 'POSITIVE', 'score': 0.9967645406723022}
{'label': 'NEGATIVE', 'score': 0.8715766072273254}
{'label': 'NEGATIVE', 'score': 0.9663787484169006}
{'label': 'NEGATIVE', 'score': 0.9988062977790833}
{'label': 'NEGATIVE', 'score': 0.9980659484863281}
{'label': 'NEGATIVE', 'score': 0.9990353584289551}
{'label': 'POSITIVE', 'score': 0.9997326135635376}
{'label': 'POSITIVE', 'score': 0.9864372611045837}
{'label': 'NEGATIVE', 'score': 0.9993675351142883}
{'label': 'POSITIVE', 'score': 0.9888551831245422}
{'label': 'POSITIVE', 'score': 0.9954387545585632}
{'label': 'POSITIVE', 'score': 0.9998043179512024}
{'label': 'NEGATIVE', 'score': 0.9849732518196106}
{'label': 'NEGATIVE', 'score': 0.996186375617981}
{'label': 'NEGATIVE', 'score': 0.9974345564842224}
{'label': 'NEGATIVE', 'score': 0.9979909658432007}
{'label': 'POSITIVE', 'score': 0.8792962431907654}
{'label': 'NEGATIVE', 'score': 0.8613443374633789}
{'label': 'NEGATIVE', 'score': 0.8747307062149048}
{'label': 'NEGATIVE', 'score': 0.9930816888809204}
{'label': 'NEGATIVE', 'score': 0.937168300151825}
{'label': 'POSITIVE', 'score': 0.7256789207458496}
{'label': 'NEGATIVE', 'score': 0.9987563490867615}
{'label': 'NEGATIVE', 'score': 0.9997161626815796}
{'label': 'NEGATIVE', 'score': 0.999545693397522}
{'label': 'NEGATIVE', 'score': 0.999548077583313}
{'label': 'NEGATIVE', 'score': 0.9943032264709473}
{'label': 'NEGATIVE', 'score': 0.9853140711784363}
{'label': 'POSITIVE', 'score': 0.9990005493164062}
{'label': 'NEGATIVE', 'score': 0.9626772403717041}
{'label': 'NEGATIVE', 'score': 0.9843137860298157}
{'label': 'POSITIVE', 'score': 0.9023541808128357}
{'label': 'NEGATIVE', 'score': 0.9989367723464966}
{'label': 'NEGATIVE', 'score': 0.9986653327941895}
{'label': 'NEGATIVE', 'score': 0.9977806210517883}
{'label': 'NEGATIVE', 'score': 0.995962381362915}
{'label': 'NEGATIVE', 'score': 0.9822837114334106}
{'label': 'NEGATIVE', 'score': 0.9989679455757141}
{'label': 'NEGATIVE', 'score': 0.9924707412719727}
{'label': 'NEGATIVE', 'score': 0.9997212290763855}
{'label': 'POSITIVE', 'score': 0.9828504920005798}
{'label': 'NEGATIVE', 'score': 0.9948816299438477}
{'label': 'NEGATIVE', 'score': 0.9703549742698669}
{'label': 'NEGATIVE', 'score': 0.5554439425468445}
{'label': 'NEGATIVE', 'score': 0.9929727911949158}
{'label': 'NEGATIVE', 'score': 0.9987613558769226}
{'label': 'NEGATIVE', 'score': 0.9987852573394775}
{'label': 'NEGATIVE', 'score': 0.9850521683692932}
{'label': 'POSITIVE', 'score': 0.7842462062835693}
{'label': 'NEGATIVE', 'score': 0.9964689612388611}
{'label': 'NEGATIVE', 'score': 0.9618863463401794}
{'label': 'NEGATIVE', 'score': 0.998323917388916}
{'label': 'NEGATIVE', 'score': 0.9967285394668579}
{'label': 'POSITIVE', 'score': 0.9988704919815063}
{'label': 'NEGATIVE', 'score': 0.995880663394928}
{'label': 'NEGATIVE', 'score': 0.9976021647453308}
{'label': 'NEGATIVE', 'score': 0.9993737936019897}
{'label': 'NEGATIVE', 'score': 0.9991577863693237}
{'label': 'POSITIVE', 'score': 0.5522035956382751}
{'label': 'NEGATIVE', 'score': 0.9900212287902832}
{'label': 'POSITIVE', 'score': 0.8087565302848816}
{'label': 'NEGATIVE', 'score': 0.9858806133270264}
{'label': 'POSITIVE', 'score': 0.9997824430465698}
{'label': 'POSITIVE', 'score': 0.7707669734954834}
{'label': 'NEGATIVE', 'score': 0.8427231907844543}
{'label': 'NEGATIVE', 'score': 0.9892691969871521}
{'label': 'NEGATIVE', 'score': 0.9979569911956787}
{'label': 'POSITIVE', 'score': 0.9763089418411255}
{'label': 'NEGATIVE', 'score': 0.9974991679191589}
{'label': 'NEGATIVE', 'score': 0.9758012890815735}
{'label': 'NEGATIVE', 'score': 0.9991729259490967}
{'label': 'NEGATIVE', 'score': 0.9548705816268921}
{'label': 'NEGATIVE', 'score': 0.9165812134742737}
{'label': 'POSITIVE', 'score': 0.996667742729187}
{'label': 'NEGATIVE', 'score': 0.9970455169677734}
{'label': 'NEGATIVE', 'score': 0.9916256666183472}
{'label': 'NEGATIVE', 'score': 0.9977237582206726}
{'label': 'POSITIVE', 'score': 0.9889862537384033}
{'label': 'NEGATIVE', 'score': 0.9659018516540527}
{'label': 'NEGATIVE', 'score': 0.9852643013000488}
{'label': 'NEGATIVE', 'score': 0.9980632662773132}
{'label': 'NEGATIVE', 'score': 0.7561314105987549}
{'label': 'NEGATIVE', 'score': 0.5064712166786194}
{'label': 'NEGATIVE', 'score': 0.8971182703971863}
{'label': 'NEGATIVE', 'score': 0.9997473955154419}
{'label': 'NEGATIVE', 'score': 0.9996358156204224}
{'label': 'NEGATIVE', 'score': 0.998741865158081}
{'label': 'NEGATIVE', 'score': 0.9958003163337708}
{'label': 'NEGATIVE', 'score': 0.9995790719985962}
{'label': 'NEGATIVE', 'score': 0.9985504150390625}
{'label': 'POSITIVE', 'score': 0.9279926419258118}
{'label': 'NEGATIVE', 'score': 0.9977983832359314}
{'label': 'POSITIVE', 'score': 0.9966556429862976}
{'label': 'NEGATIVE', 'score': 0.9640898108482361}
{'label': 'NEGATIVE', 'score': 0.9972119331359863}
{'label': 'NEGATIVE', 'score': 0.9990105032920837}
{'label': 'NEGATIVE', 'score': 0.9970481395721436}
{'label': 'NEGATIVE', 'score': 0.9997999668121338}
{'label': 'NEGATIVE', 'score': 0.992141842842102}
{'label': 'NEGATIVE', 'score': 0.9988895654678345}
{'label': 'NEGATIVE', 'score': 0.9988895654678345}
{'label': 'NEGATIVE', 'score': 0.6000498533248901}
{'label': 'NEGATIVE', 'score': 0.9994908571243286}
{'label': 'NEGATIVE', 'score': 0.9936908483505249}
{'label': 'NEGATIVE', 'score': 0.9973570108413696}
{'label': 'NEGATIVE', 'score': 0.6834089756011963}
{'label': 'NEGATIVE', 'score': 0.999549925327301}
{'label': 'POSITIVE', 'score': 0.9959355592727661}
{'label': 'NEGATIVE', 'score': 0.9865684509277344}
{'label': 'NEGATIVE', 'score': 0.9906155467033386}
{'label': 'NEGATIVE', 'score': 0.9973893165588379}
{'label': 'NEGATIVE', 'score': 0.9967638850212097}
{'label': 'NEGATIVE', 'score': 0.960214376449585}
{'label': 'NEGATIVE', 'score': 0.9925723075866699}
{'label': 'NEGATIVE', 'score': 0.9993135333061218}
{'label': 'POSITIVE', 'score': 0.9982539415359497}
{'label': 'POSITIVE', 'score': 0.9894987940788269}
{'label': 'NEGATIVE', 'score': 0.9732573628425598}
{'label': 'POSITIVE', 'score': 0.7103438377380371}
{'label': 'NEGATIVE', 'score': 0.9964407086372375}
{'label': 'NEGATIVE', 'score': 0.9922373294830322}
{'label': 'NEGATIVE', 'score': 0.9973388910293579}
{'label': 'NEGATIVE', 'score': 0.9974905848503113}
{'label': 'NEGATIVE', 'score': 0.9979745745658875}
{'label': 'NEGATIVE', 'score': 0.9961763620376587}
{'label': 'NEGATIVE', 'score': 0.9988963007926941}
{'label': 'NEGATIVE', 'score': 0.9730592966079712}
{'label': 'NEGATIVE', 'score': 0.9989162087440491}
{'label': 'NEGATIVE', 'score': 0.9988345503807068}
{'label': 'NEGATIVE', 'score': 0.9954413175582886}
{'label': 'NEGATIVE', 'score': 0.9996699094772339}
{'label': 'NEGATIVE', 'score': 0.9971548318862915}
{'label': 'NEGATIVE', 'score': 0.9884594678878784}
{'label': 'POSITIVE', 'score': 0.9879632592201233}
{'label': 'NEGATIVE', 'score': 0.9985044598579407}
{'label': 'NEGATIVE', 'score': 0.9925956726074219}
{'label': 'NEGATIVE', 'score': 0.9982373118400574}
{'label': 'NEGATIVE', 'score': 0.9827393293380737}
{'label': 'NEGATIVE', 'score': 0.9997901320457458}
{'label': 'NEGATIVE', 'score': 0.9976974725723267}
{'label': 'NEGATIVE', 'score': 0.9956311583518982}
{'label': 'NEGATIVE', 'score': 0.9837857484817505}
{'label': 'NEGATIVE', 'score': 0.9997492432594299}
{'label': 'NEGATIVE', 'score': 0.9814537763595581}
{'label': 'NEGATIVE', 'score': 0.9987895488739014}
{'label': 'NEGATIVE', 'score': 0.9988638162612915}
{'label': 'NEGATIVE', 'score': 0.9851863384246826}
{'label': 'NEGATIVE', 'score': 0.998503565788269}
{'label': 'POSITIVE', 'score': 0.9945176243782043}
{'label': 'NEGATIVE', 'score': 0.9859611988067627}
{'label': 'NEGATIVE', 'score': 0.9292067885398865}
{'label': 'NEGATIVE', 'score': 0.9996811747550964}
{'label': 'NEGATIVE', 'score': 0.9947048425674438}
{'label': 'NEGATIVE', 'score': 0.998913586139679}
{'label': 'NEGATIVE', 'score': 0.9888995885848999}
{'label': 'NEGATIVE', 'score': 0.9972673058509827}
{'label': 'NEGATIVE', 'score': 0.977550208568573}
{'label': 'NEGATIVE', 'score': 0.9976835250854492}
{'label': 'NEGATIVE', 'score': 0.9977077841758728}
{'label': 'NEGATIVE', 'score': 0.9867443442344666}
{'label': 'NEGATIVE', 'score': 0.9916459321975708}
{'label': 'NEGATIVE', 'score': 0.98150235414505}
{'label': 'NEGATIVE', 'score': 0.9910231828689575}
{'label': 'NEGATIVE', 'score': 0.9963430762290955}
{'label': 'NEGATIVE', 'score': 0.9995772242546082}
{'label': 'NEGATIVE', 'score': 0.9984828233718872}
{'label': 'POSITIVE', 'score': 0.9780572056770325}
{'label': 'POSITIVE', 'score': 0.991527259349823}
{'label': 'NEGATIVE', 'score': 0.9963304996490479}
{'label': 'NEGATIVE', 'score': 0.9964995980262756}
{'label': 'NEGATIVE', 'score': 0.9911971092224121}
{'label': 'NEGATIVE', 'score': 0.9985876083374023}
{'label': 'NEGATIVE', 'score': 0.9782329797744751}
{'label': 'NEGATIVE', 'score': 0.9663735032081604}
{'label': 'POSITIVE', 'score': 0.9966031908988953}
{'label': 'POSITIVE', 'score': 0.9653642177581787}
{'label': 'NEGATIVE', 'score': 0.9953306913375854}
{'label': 'POSITIVE', 'score': 0.9920125007629395}
{'label': 'POSITIVE', 'score': 0.835175096988678}
{'label': 'NEGATIVE', 'score': 0.9920751452445984}
{'label': 'NEGATIVE', 'score': 0.9992257356643677}
{'label': 'NEGATIVE', 'score': 0.9990623593330383}
{'label': 'NEGATIVE', 'score': 0.9962239861488342}
{'label': 'POSITIVE', 'score': 0.9998354315757751}
{'label': 'NEGATIVE', 'score': 0.9991779327392578}
{'label': 'NEGATIVE', 'score': 0.9978731274604797}
{'label': 'NEGATIVE', 'score': 0.9842244386672974}
{'label': 'NEGATIVE', 'score': 0.9831504225730896}
{'label': 'NEGATIVE', 'score': 0.692065417766571}
{'label': 'NEGATIVE', 'score': 0.6562357544898987}
{'label': 'NEGATIVE', 'score': 0.9938393235206604}
{'label': 'NEGATIVE', 'score': 0.9991722106933594}
{'label': 'NEGATIVE', 'score': 0.9997817873954773}
{'label': 'NEGATIVE', 'score': 0.9944778084754944}
{'label': 'POSITIVE', 'score': 0.9913004636764526}
{'label': 'POSITIVE', 'score': 0.7335416674613953}
{'label': 'NEGATIVE', 'score': 0.9869455099105835}
{'label': 'POSITIVE', 'score': 0.9456741213798523}
{'label': 'NEGATIVE', 'score': 0.9984960556030273}
{'label': 'POSITIVE', 'score': 0.9960646033287048}
{'label': 'NEGATIVE', 'score': 0.984552264213562}
{'label': 'NEGATIVE', 'score': 0.993880033493042}
{'label': 'NEGATIVE', 'score': 0.9968542456626892}
{'label': 'POSITIVE', 'score': 0.9913169741630554}
{'label': 'NEGATIVE', 'score': 0.9908202886581421}
{'label': 'NEGATIVE', 'score': 0.9963424205780029}
{'label': 'NEGATIVE', 'score': 0.996178925037384}
{'label': 'NEGATIVE', 'score': 0.9886267185211182}
{'label': 'POSITIVE', 'score': 0.9990689754486084}
{'label': 'NEGATIVE', 'score': 0.9975360035896301}
{'label': 'NEGATIVE', 'score': 0.9915115237236023}
{'label': 'NEGATIVE', 'score': 0.9897962808609009}
{'label': 'NEGATIVE', 'score': 0.9695346355438232}
{'label': 'NEGATIVE', 'score': 0.9679793119430542}
{'label': 'POSITIVE', 'score': 0.9876686930656433}
{'label': 'NEGATIVE', 'score': 0.9938330054283142}
{'label': 'NEGATIVE', 'score': 0.9975607991218567}
{'label': 'NEGATIVE', 'score': 0.7767555713653564}
{'label': 'NEGATIVE', 'score': 0.9915433526039124}
{'label': 'NEGATIVE', 'score': 0.9945336580276489}
{'label': 'POSITIVE', 'score': 0.9929572939872742}
{'label': 'POSITIVE', 'score': 0.8007116317749023}
{'label': 'NEGATIVE', 'score': 0.9945177435874939}
{'label': 'NEGATIVE', 'score': 0.9968344569206238}
{'label': 'POSITIVE', 'score': 0.983364999294281}
{'label': 'NEGATIVE', 'score': 0.9902085661888123}
{'label': 'POSITIVE', 'score': 0.9894137978553772}
{'label': 'NEGATIVE', 'score': 0.9650344252586365}
{'label': 'NEGATIVE', 'score': 0.995515763759613}
{'label': 'NEGATIVE', 'score': 0.9402567148208618}
{'label': 'NEGATIVE', 'score': 0.9975822567939758}
{'label': 'NEGATIVE', 'score': 0.9638254642486572}
{'label': 'NEGATIVE', 'score': 0.9854337573051453}
{'label': 'POSITIVE', 'score': 0.7700461149215698}
{'label': 'NEGATIVE', 'score': 0.9792198538780212}
{'label': 'NEGATIVE', 'score': 0.9967698454856873}
{'label': 'POSITIVE', 'score': 0.9911903142929077}
{'label': 'NEGATIVE', 'score': 0.996524453163147}
{'label': 'NEGATIVE', 'score': 0.9996598958969116}
{'label': 'NEGATIVE', 'score': 0.9976804852485657}
{'label': 'NEGATIVE', 'score': 0.9978330135345459}
{'label': 'NEGATIVE', 'score': 0.9996485114097595}
{'label': 'NEGATIVE', 'score': 0.9955794215202332}
{'label': 'NEGATIVE', 'score': 0.9973046779632568}
{'label': 'POSITIVE', 'score': 0.9431623816490173}
{'label': 'POSITIVE', 'score': 0.9373437166213989}
{'label': 'NEGATIVE', 'score': 0.9984316229820251}
{'label': 'NEGATIVE', 'score': 0.9944772124290466}
{'label': 'POSITIVE', 'score': 0.9903728365898132}
{'label': 'POSITIVE', 'score': 0.9968981146812439}
{'label': 'POSITIVE', 'score': 0.9886928796768188}
